GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Minute,Margin of Error
0100000US,,United States,314M100US1982047644,1982047644,"United States - In metropolitan or micropolitan statistical area - Detroit-Warren-Livonia, MI Metro Area - Warren-Troy-Farmington Hills, MI Metro Division","Warren-Troy-Farmington Hills, MI Metro Division",27.1,0.1
0100000US,,United States,310M100US19860,19860,"United States - In metropolitan or micropolitan statistical area - Dickinson, ND Micro Area","Dickinson, ND Micro Area",15.8,0.9
0100000US,,United States,310M100US19900,19900,"United States - In metropolitan or micropolitan statistical area - Dillon, SC Micro Area","Dillon, SC Micro Area",21.8,1.5
0100000US,,United States,310M100US19940,19940,"United States - In metropolitan or micropolitan statistical area - Dixon, IL Micro Area","Dixon, IL Micro Area",22.6,1.1
0100000US,,United States,310M100US19980,19980,"United States - In metropolitan or micropolitan statistical area - Dodge City, KS Micro Area","Dodge City, KS Micro Area",14.1,0.9
0100000US,,United States,310M100US20020,20020,"United States - In metropolitan or micropolitan statistical area - Dothan, AL Metro Area","Dothan, AL Metro Area",21.5,0.6
0100000US,,United States,310M100US20060,20060,"United States - In metropolitan or micropolitan statistical area - Douglas, GA Micro Area","Douglas, GA Micro Area",20.0,1.0
0100000US,,United States,310M100US20100,20100,"United States - In metropolitan or micropolitan statistical area - Dover, DE Metro Area","Dover, DE Metro Area",25.1,0.6
0100000US,,United States,310M100US20140,20140,"United States - In metropolitan or micropolitan statistical area - Dublin, GA Micro Area","Dublin, GA Micro Area",22.8,1.1
0100000US,,United States,310M100US20180,20180,"United States - In metropolitan or micropolitan statistical area - DuBois, PA Micro Area","DuBois, PA Micro Area",24.4,0.9
0100000US,,United States,310M100US20220,20220,"United States - In metropolitan or micropolitan statistical area - Dubuque, IA Metro Area","Dubuque, IA Metro Area",16.7,0.6
0100000US,,United States,310M100US20260,20260,"United States - In metropolitan or micropolitan statistical area - Duluth, MN-WI Metro Area","Duluth, MN-WI Metro Area",19.9,0.3
0100000US,,United States,310M100US20300,20300,"United States - In metropolitan or micropolitan statistical area - Dumas, TX Micro Area","Dumas, TX Micro Area",16.4,1.5
0100000US,,United States,310M100US20340,20340,"United States - In metropolitan or micropolitan statistical area - Duncan, OK Micro Area","Duncan, OK Micro Area",19.3,0.8
0100000US,,United States,310M100US20380,20380,"United States - In metropolitan or micropolitan statistical area - Dunn, NC Micro Area","Dunn, NC Micro Area",27.8,0.8
0100000US,,United States,310M100US20420,20420,"United States - In metropolitan or micropolitan statistical area - Durango, CO Micro Area","Durango, CO Micro Area",21.0,0.8
0100000US,,United States,310M100US20460,20460,"United States - In metropolitan or micropolitan statistical area - Durant, OK Micro Area","Durant, OK Micro Area",21.0,1.2
0100000US,,United States,310M100US20500,20500,"United States - In metropolitan or micropolitan statistical area - Durham-Chapel Hill, NC Metro Area","Durham-Chapel Hill, NC Metro Area",22.8,0.3
0100000US,,United States,310M100US20540,20540,"United States - In metropolitan or micropolitan statistical area - Dyersburg, TN Micro Area","Dyersburg, TN Micro Area",17.6,0.8
0100000US,,United States,310M100US20580,20580,"United States - In metropolitan or micropolitan statistical area - Eagle Pass, TX Micro Area","Eagle Pass, TX Micro Area",20.4,1.8
0100000US,,United States,310M100US20620,20620,"United States - In metropolitan or micropolitan statistical area - East Liverpool-Salem, OH Micro Area","East Liverpool-Salem, OH Micro Area",24.6,0.7
0100000US,,United States,310M100US20660,20660,"United States - In metropolitan or micropolitan statistical area - Easton, MD Micro Area","Easton, MD Micro Area",24.4,1.5
0100000US,,United States,310M100US20700,20700,"United States - In metropolitan or micropolitan statistical area - East Stroudsburg, PA Micro Area","East Stroudsburg, PA Micro Area",39.7,1.3
0100000US,,United States,310M100US20740,20740,"United States - In metropolitan or micropolitan statistical area - Eau Claire, WI Metro Area","Eau Claire, WI Metro Area",18.8,0.4
0100000US,,United States,310M100US20780,20780,"United States - In metropolitan or micropolitan statistical area - Edwards, CO Micro Area","Edwards, CO Micro Area",22.0,1.2
0100000US,,United States,310M100US20820,20820,"United States - In metropolitan or micropolitan statistical area - Effingham, IL Micro Area","Effingham, IL Micro Area",17.5,0.6
0100000US,,United States,310M100US20900,20900,"United States - In metropolitan or micropolitan statistical area - El Campo, TX Micro Area","El Campo, TX Micro Area",23.9,1.5
0100000US,,United States,310M100US20940,20940,"United States - In metropolitan or micropolitan statistical area - El Centro, CA Metro Area","El Centro, CA Metro Area",20.2,0.8
0100000US,,United States,310M100US20980,20980,"United States - In metropolitan or micropolitan statistical area - El Dorado, AR Micro Area","El Dorado, AR Micro Area",17.6,0.8
0100000US,,United States,310M100US21020,21020,"United States - In metropolitan or micropolitan statistical area - Elizabeth City, NC Micro Area","Elizabeth City, NC Micro Area",25.6,1.2
0100000US,,United States,310M100US21060,21060,"United States - In metropolitan or micropolitan statistical area - Elizabethtown, KY Metro Area","Elizabethtown, KY Metro Area",22.1,0.7
0100000US,,United States,310M100US21120,21120,"United States - In metropolitan or micropolitan statistical area - Elk City, OK Micro Area","Elk City, OK Micro Area",20.2,2.1
0100000US,,United States,310M100US21140,21140,"United States - In metropolitan or micropolitan statistical area - Elkhart-Goshen, IN Metro Area","Elkhart-Goshen, IN Metro Area",19.2,0.4
0100000US,,United States,310M100US21220,21220,"United States - In metropolitan or micropolitan statistical area - Elko, NV Micro Area","Elko, NV Micro Area",27.7,1.6
0100000US,,United States,310M100US21260,21260,"United States - In metropolitan or micropolitan statistical area - Ellensburg, WA Micro Area","Ellensburg, WA Micro Area",20.7,1.5
0100000US,,United States,310M100US21300,21300,"United States - In metropolitan or micropolitan statistical area - Elmira, NY Metro Area","Elmira, NY Metro Area",19.4,0.8
0100000US,,United States,310M100US21340,21340,"United States - In metropolitan or micropolitan statistical area - El Paso, TX Metro Area","El Paso, TX Metro Area",22.7,0.3
0100000US,,United States,310M100US21380,21380,"United States - In metropolitan or micropolitan statistical area - Emporia, KS Micro Area","Emporia, KS Micro Area",16.4,0.9
0100000US,,United States,310M100US21420,21420,"United States - In metropolitan or micropolitan statistical area - Enid, OK Micro Area","Enid, OK Micro Area",16.1,0.8
0100000US,,United States,310M100US21460,21460,"United States - In metropolitan or micropolitan statistical area - Enterprise-Ozark, AL Micro Area","Enterprise-Ozark, AL Micro Area",20.6,0.5
0100000US,,United States,310M100US21500,21500,"United States - In metropolitan or micropolitan statistical area - Erie, PA Metro Area","Erie, PA Metro Area",18.8,0.3
0100000US,,United States,310M100US21540,21540,"United States - In metropolitan or micropolitan statistical area - Escanaba, MI Micro Area","Escanaba, MI Micro Area",17.8,0.8
0100000US,,United States,310M100US21580,21580,"United States - In metropolitan or micropolitan statistical area - Espanola, NM Micro Area","Espanola, NM Micro Area",27.4,1.1
0100000US,,United States,310M100US21640,21640,"United States - In metropolitan or micropolitan statistical area - Eufaula, AL-GA Micro Area","Eufaula, AL-GA Micro Area",23.2,1.6
0100000US,,United States,310M100US21660,21660,"United States - In metropolitan or micropolitan statistical area - Eugene-Springfield, OR Metro Area","Eugene-Springfield, OR Metro Area",19.8,0.3
0100000US,,United States,310M100US21700,21700,"United States - In metropolitan or micropolitan statistical area - Eureka-Arcata-Fortuna, CA Micro Area","Eureka-Arcata-Fortuna, CA Micro Area",17.8,0.7
0100000US,,United States,310M100US21740,21740,"United States - In metropolitan or micropolitan statistical area - Evanston, WY Micro Area","Evanston, WY Micro Area",24.0,4.0
0100000US,,United States,310M100US21780,21780,"United States - In metropolitan or micropolitan statistical area - Evansville, IN-KY Metro Area","Evansville, IN-KY Metro Area",20.5,0.3
0100000US,,United States,310M100US21820,21820,"United States - In metropolitan or micropolitan statistical area - Fairbanks, AK Metro Area","Fairbanks, AK Metro Area",18.3,0.6
0100000US,,United States,310M100US21860,21860,"United States - In metropolitan or micropolitan statistical area - Fairmont, MN Micro Area","Fairmont, MN Micro Area",15.2,1.0
0100000US,,United States,310M100US21900,21900,"United States - In metropolitan or micropolitan statistical area - Fairmont, WV Micro Area","Fairmont, WV Micro Area",25.5,1.1
0100000US,,United States,310M100US21980,21980,"United States - In metropolitan or micropolitan statistical area - Fallon, NV Micro Area","Fallon, NV Micro Area",18.1,1.5
0100000US,,United States,310M100US22020,22020,"United States - In metropolitan or micropolitan statistical area - Fargo, ND-MN Metro Area","Fargo, ND-MN Metro Area",16.6,0.3
0100000US,,United States,310M100US22060,22060,"United States - In metropolitan or micropolitan statistical area - Faribault-Northfield, MN Micro Area","Faribault-Northfield, MN Micro Area",22.8,0.8
0100000US,,United States,310M100US22100,22100,"United States - In metropolitan or micropolitan statistical area - Farmington, MO Micro Area","Farmington, MO Micro Area",25.3,1.4
0100000US,,United States,310M100US22140,22140,"United States - In metropolitan or micropolitan statistical area - Farmington, NM Metro Area","Farmington, NM Metro Area",25.1,1.0
0100000US,,United States,310M100US22180,22180,"United States - In metropolitan or micropolitan statistical area - Fayetteville, NC Metro Area","Fayetteville, NC Metro Area",21.7,0.4
0100000US,,United States,310M100US22220,22220,"United States - In metropolitan or micropolitan statistical area - Fayetteville-Springdale-Rogers, AR-MO Metro Area","Fayetteville-Springdale-Rogers, AR-MO Metro Area",21.0,0.3
0100000US,,United States,310M100US22260,22260,"United States - In metropolitan or micropolitan statistical area - Fergus Falls, MN Micro Area","Fergus Falls, MN Micro Area",19.8,0.6
0100000US,,United States,310M100US22280,22280,"United States - In metropolitan or micropolitan statistical area - Fernley, NV Micro Area","Fernley, NV Micro Area",26.2,1.4
0100000US,,United States,310M100US22300,22300,"United States - In metropolitan or micropolitan statistical area - Findlay, OH Micro Area","Findlay, OH Micro Area",17.2,0.6
0100000US,,United States,310M100US22340,22340,"United States - In metropolitan or micropolitan statistical area - Fitzgerald, GA Micro Area","Fitzgerald, GA Micro Area",20.2,1.4
0100000US,,United States,310M100US22380,22380,"United States - In metropolitan or micropolitan statistical area - Flagstaff, AZ Metro Area","Flagstaff, AZ Metro Area",18.1,0.7
0100000US,,United States,310M100US22420,22420,"United States - In metropolitan or micropolitan statistical area - Flint, MI Metro Area","Flint, MI Metro Area",25.9,0.4
0100000US,,United States,310M100US22500,22500,"United States - In metropolitan or micropolitan statistical area - Florence, SC Metro Area","Florence, SC Metro Area",22.0,0.5
0100000US,,United States,310M100US22520,22520,"United States - In metropolitan or micropolitan statistical area - Florence-Muscle Shoals, AL Metro Area","Florence-Muscle Shoals, AL Metro Area",23.4,0.7
0100000US,,United States,310M100US22540,22540,"United States - In metropolitan or micropolitan statistical area - Fond du Lac, WI Metro Area","Fond du Lac, WI Metro Area",19.7,0.5
0100000US,,United States,310M100US22580,22580,"United States - In metropolitan or micropolitan statistical area - Forest City, NC Micro Area","Forest City, NC Micro Area",23.6,1.2
0100000US,,United States,310M100US22620,22620,"United States - In metropolitan or micropolitan statistical area - Forrest City, AR Micro Area","Forrest City, AR Micro Area",21.6,2.4
0100000US,,United States,310M100US22660,22660,"United States - In metropolitan or micropolitan statistical area - Fort Collins-Loveland, CO Metro Area","Fort Collins-Loveland, CO Metro Area",22.2,0.5
0100000US,,United States,310M100US22700,22700,"United States - In metropolitan or micropolitan statistical area - Fort Dodge, IA Micro Area","Fort Dodge, IA Micro Area",15.3,0.8
0100000US,,United States,310M100US22780,22780,"United States - In metropolitan or micropolitan statistical area - Fort Leonard Wood, MO Micro Area","Fort Leonard Wood, MO Micro Area",19.6,0.8
0100000US,,United States,310M100US22800,22800,"United States - In metropolitan or micropolitan statistical area - Fort Madison-Keokuk, IA-MO Micro Area","Fort Madison-Keokuk, IA-MO Micro Area",19.2,1.0
0100000US,,United States,310M100US22820,22820,"United States - In metropolitan or micropolitan statistical area - Fort Morgan, CO Micro Area","Fort Morgan, CO Micro Area",16.3,1.2
0100000US,,United States,310M100US22840,22840,"United States - In metropolitan or micropolitan statistical area - Fort Payne, AL Micro Area","Fort Payne, AL Micro Area",23.1,1.0
0100000US,,United States,310M100US22860,22860,"United States - In metropolitan or micropolitan statistical area - Fort Polk South, LA Micro Area","Fort Polk South, LA Micro Area",21.5,0.7
0100000US,,United States,310M100US22900,22900,"United States - In metropolitan or micropolitan statistical area - Fort Smith, AR-OK Metro Area","Fort Smith, AR-OK Metro Area",20.0,0.3
0100000US,,United States,310M100US22980,22980,"United States - In metropolitan or micropolitan statistical area - Fort Valley, GA Micro Area","Fort Valley, GA Micro Area",22.5,1.3
0100000US,,United States,310M100US23060,23060,"United States - In metropolitan or micropolitan statistical area - Fort Wayne, IN Metro Area","Fort Wayne, IN Metro Area",20.9,0.3
0100000US,,United States,310M100US23140,23140,"United States - In metropolitan or micropolitan statistical area - Frankfort, IN Micro Area","Frankfort, IN Micro Area",21.7,1.0
0100000US,,United States,310M100US23180,23180,"United States - In metropolitan or micropolitan statistical area - Frankfort, KY Micro Area","Frankfort, KY Micro Area",20.8,0.7
0100000US,,United States,310M100US23240,23240,"United States - In metropolitan or micropolitan statistical area - Fredericksburg, TX Micro Area","Fredericksburg, TX Micro Area",18.7,1.6
0100000US,,United States,310M100US23300,23300,"United States - In metropolitan or micropolitan statistical area - Freeport, IL Micro Area","Freeport, IL Micro Area",20.2,0.9
0100000US,,United States,310M100US23340,23340,"United States - In metropolitan or micropolitan statistical area - Fremont, NE Micro Area","Fremont, NE Micro Area",17.7,1.0
0100000US,,United States,310M100US23380,23380,"United States - In metropolitan or micropolitan statistical area - Fremont, OH Micro Area","Fremont, OH Micro Area",19.0,0.8
0100000US,,United States,310M100US23420,23420,"United States - In metropolitan or micropolitan statistical area - Fresno, CA Metro Area","Fresno, CA Metro Area",21.7,0.3
0100000US,,United States,310M100US23460,23460,"United States - In metropolitan or micropolitan statistical area - Gadsden, AL Metro Area","Gadsden, AL Metro Area",23.9,0.8
0100000US,,United States,310M100US23500,23500,"United States - In metropolitan or micropolitan statistical area - Gaffney, SC Micro Area","Gaffney, SC Micro Area",21.5,1.3
0100000US,,United States,310M100US23540,23540,"United States - In metropolitan or micropolitan statistical area - Gainesville, FL Metro Area","Gainesville, FL Metro Area",20.7,0.5
0100000US,,United States,310M100US23580,23580,"United States - In metropolitan or micropolitan statistical area - Gainesville, GA Metro Area","Gainesville, GA Metro Area",26.1,0.7
0100000US,,United States,310M100US23620,23620,"United States - In metropolitan or micropolitan statistical area - Gainesville, TX Micro Area","Gainesville, TX Micro Area",25.1,1.6
0100000US,,United States,310M100US23660,23660,"United States - In metropolitan or micropolitan statistical area - Galesburg, IL Micro Area","Galesburg, IL Micro Area",19.4,0.7
0100000US,,United States,310M100US23700,23700,"United States - In metropolitan or micropolitan statistical area - Gallup, NM Micro Area","Gallup, NM Micro Area",21.8,1.1
0100000US,,United States,310M100US23780,23780,"United States - In metropolitan or micropolitan statistical area - Garden City, KS Micro Area","Garden City, KS Micro Area",14.5,0.9
0100000US,,United States,310M100US23820,23820,"United States - In metropolitan or micropolitan statistical area - Gardnerville Ranchos, NV Micro Area","Gardnerville Ranchos, NV Micro Area",24.0,1.1
0100000US,,United States,310M100US23860,23860,"United States - In metropolitan or micropolitan statistical area - Georgetown, SC Micro Area","Georgetown, SC Micro Area",24.8,1.2
0100000US,,United States,310M100US23900,23900,"United States - In metropolitan or micropolitan statistical area - Gettysburg, PA Micro Area","Gettysburg, PA Micro Area",27.4,0.5
0100000US,,United States,310M100US23940,23940,"United States - In metropolitan or micropolitan statistical area - Gillette, WY Micro Area","Gillette, WY Micro Area",20.1,1.1
0100000US,,United States,310M100US23980,23980,"United States - In metropolitan or micropolitan statistical area - Glasgow, KY Micro Area","Glasgow, KY Micro Area",20.4,0.9
0100000US,,United States,310M100US24020,24020,"United States - In metropolitan or micropolitan statistical area - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",23.9,0.7
0100000US,,United States,310M100US24100,24100,"United States - In metropolitan or micropolitan statistical area - Gloversville, NY Micro Area","Gloversville, NY Micro Area",22.4,0.7
0100000US,,United States,310M100US24140,24140,"United States - In metropolitan or micropolitan statistical area - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",21.9,0.6
0100000US,,United States,310M100US24180,24180,"United States - In metropolitan or micropolitan statistical area - Granbury, TX Micro Area","Granbury, TX Micro Area",32.0,1.6
0100000US,,United States,310M100US24220,24220,"United States - In metropolitan or micropolitan statistical area - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",14.5,0.3
0100000US,,United States,310M100US24260,24260,"United States - In metropolitan or micropolitan statistical area - Grand Island, NE Micro Area","Grand Island, NE Micro Area",15.9,0.6
0100000US,,United States,310M100US24300,24300,"United States - In metropolitan or micropolitan statistical area - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",21.0,0.7
0100000US,,United States,310M100US24340,24340,"United States - In metropolitan or micropolitan statistical area - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",22.0,0.2
0100000US,,United States,310M100US24380,24380,"United States - In metropolitan or micropolitan statistical area - Grants, NM Micro Area","Grants, NM Micro Area",24.0,2.6
0100000US,,United States,310M100US24420,24420,"United States - In metropolitan or micropolitan statistical area - Grants Pass, OR Micro Area","Grants Pass, OR Micro Area",19.2,0.9
0100000US,,United States,310M100US24460,24460,"United States - In metropolitan or micropolitan statistical area - Great Bend, KS Micro Area","Great Bend, KS Micro Area",15.5,1.2
0100000US,,United States,310M100US24500,24500,"United States - In metropolitan or micropolitan statistical area - Great Falls, MT Metro Area","Great Falls, MT Metro Area",16.3,0.7
0100000US,,United States,310M100US24540,24540,"United States - In metropolitan or micropolitan statistical area - Greeley, CO Metro Area","Greeley, CO Metro Area",25.7,0.5
0100000US,,United States,310M100US24580,24580,"United States - In metropolitan or micropolitan statistical area - Green Bay, WI Metro Area","Green Bay, WI Metro Area",19.6,0.3
0100000US,,United States,310M100US24620,24620,"United States - In metropolitan or micropolitan statistical area - Greeneville, TN Micro Area","Greeneville, TN Micro Area",23.0,1.1
0100000US,,United States,310M100US24660,24660,"United States - In metropolitan or micropolitan statistical area - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",21.9,0.3
0100000US,,United States,310M100US24700,24700,"United States - In metropolitan or micropolitan statistical area - Greensburg, IN Micro Area","Greensburg, IN Micro Area",21.7,1.6
0100000US,,United States,310M100US24740,24740,"United States - In metropolitan or micropolitan statistical area - Greenville, MS Micro Area","Greenville, MS Micro Area",17.8,1.0
0100000US,,United States,310M100US24780,24780,"United States - In metropolitan or micropolitan statistical area - Greenville, NC Metro Area","Greenville, NC Metro Area",20.2,0.4
0100000US,,United States,310M100US24820,24820,"United States - In metropolitan or micropolitan statistical area - Greenville, OH Micro Area","Greenville, OH Micro Area",23.6,1.2
0100000US,,United States,310M100US24860,24860,"United States - In metropolitan or micropolitan statistical area - Greenville-Mauldin-Easley, SC Metro Area","Greenville-Mauldin-Easley, SC Metro Area",22.0,0.3
0100000US,,United States,310M100US24900,24900,"United States - In metropolitan or micropolitan statistical area - Greenwood, MS Micro Area","Greenwood, MS Micro Area",16.4,1.3
0100000US,,United States,310M100US24940,24940,"United States - In metropolitan or micropolitan statistical area - Greenwood, SC Micro Area","Greenwood, SC Micro Area",20.3,0.8
0100000US,,United States,310M100US24980,24980,"United States - In metropolitan or micropolitan statistical area - Grenada, MS Micro Area","Grenada, MS Micro Area",21.2,1.9
0100000US,,United States,310M100US25060,25060,"United States - In metropolitan or micropolitan statistical area - Gulfport-Biloxi, MS Metro Area","Gulfport-Biloxi, MS Metro Area",23.6,0.6
0100000US,,United States,310M100US25100,25100,"United States - In metropolitan or micropolitan statistical area - Guymon, OK Micro Area","Guymon, OK Micro Area",15.7,1.2
0100000US,,United States,310M100US25180,25180,"United States - In metropolitan or micropolitan statistical area - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",29.5,0.6
0100000US,,United States,310M100US25220,25220,"United States - In metropolitan or micropolitan statistical area - Hammond, LA Micro Area","Hammond, LA Micro Area",30.3,1.2
0100000US,,United States,310M100US25260,25260,"United States - In metropolitan or micropolitan statistical area - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",21.0,0.7
0100000US,,United States,310M100US25300,25300,"United States - In metropolitan or micropolitan statistical area - Hannibal, MO Micro Area","Hannibal, MO Micro Area",19.5,1.0
0100000US,,United States,310M100US25340,25340,"United States - In metropolitan or micropolitan statistical area - Harriman, TN Micro Area","Harriman, TN Micro Area",26.4,1.2
0100000US,,United States,310M100US25380,25380,"United States - In metropolitan or micropolitan statistical area - Harrisburg, IL Micro Area","Harrisburg, IL Micro Area",22.7,2.3
0100000US,,United States,310M100US25420,25420,"United States - In metropolitan or micropolitan statistical area - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",21.7,0.3
0100000US,,United States,310M100US25460,25460,"United States - In metropolitan or micropolitan statistical area - Harrison, AR Micro Area","Harrison, AR Micro Area",23.2,1.3
0100000US,,United States,310M100US25500,25500,"United States - In metropolitan or micropolitan statistical area - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",20.1,0.6
0100000US,,United States,310M100US25540,25540,"United States - In metropolitan or micropolitan statistical area - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",22.8,0.2
0100000US,,United States,310M100US25580,25580,"United States - In metropolitan or micropolitan statistical area - Hastings, NE Micro Area","Hastings, NE Micro Area",15.4,0.7
0100000US,,United States,310M100US25620,25620,"United States - In metropolitan or micropolitan statistical area - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",23.5,0.8
0100000US,,United States,310M100US25660,25660,"United States - In metropolitan or micropolitan statistical area - Havre, MT Micro Area","Havre, MT Micro Area",14.8,1.5
0100000US,,United States,310M100US25700,25700,"United States - In metropolitan or micropolitan statistical area - Hays, KS Micro Area","Hays, KS Micro Area",12.9,0.8
0100000US,,United States,310M100US25720,25720,"United States - In metropolitan or micropolitan statistical area - Heber, UT Micro Area","Heber, UT Micro Area",22.9,1.7
0100000US,,United States,310M100US25740,25740,"United States - In metropolitan or micropolitan statistical area - Helena, MT Micro Area","Helena, MT Micro Area",18.1,0.8
0100000US,,United States,310M100US25760,25760,"United States - In metropolitan or micropolitan statistical area - Helena-West Helena, AR Micro Area","Helena-West Helena, AR Micro Area",18.6,1.6
0100000US,,United States,310M100US25780,25780,"United States - In metropolitan or micropolitan statistical area - Henderson, NC Micro Area","Henderson, NC Micro Area",24.4,1.3
0100000US,,United States,310M100US25820,25820,"United States - In metropolitan or micropolitan statistical area - Hereford, TX Micro Area","Hereford, TX Micro Area",16.9,1.5
0100000US,,United States,310M100US25860,25860,"United States - In metropolitan or micropolitan statistical area - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",22.0,0.3
0100000US,,United States,310M100US25900,25900,"United States - In metropolitan or micropolitan statistical area - Hilo, HI Micro Area","Hilo, HI Micro Area",26.0,0.8
0100000US,,United States,310M100US25940,25940,"United States - In metropolitan or micropolitan statistical area - Hilton Head Island-Beaufort, SC Micro Area","Hilton Head Island-Beaufort, SC Micro Area",21.5,0.6
0100000US,,United States,310M100US25980,25980,"United States - In metropolitan or micropolitan statistical area - Hinesville-Fort Stewart, GA Metro Area","Hinesville-Fort Stewart, GA Metro Area",21.5,0.8
0100000US,,United States,310M100US26020,26020,"United States - In metropolitan or micropolitan statistical area - Hobbs, NM Micro Area","Hobbs, NM Micro Area",17.8,0.9
0100000US,,United States,310M100US26100,26100,"United States - In metropolitan or micropolitan statistical area - Holland-Grand Haven, MI Metro Area","Holland-Grand Haven, MI Metro Area",19.9,0.4
0100000US,,United States,310M100US26140,26140,"United States - In metropolitan or micropolitan statistical area - Homosassa Springs, FL Micro Area","Homosassa Springs, FL Micro Area",25.5,1.1
0100000US,,United States,310M100US26180,26180,"United States - In metropolitan or micropolitan statistical area - Honolulu, HI Metro Area","Honolulu, HI Metro Area",27.1,0.2
0100000US,,United States,310M100US26220,26220,"United States - In metropolitan or micropolitan statistical area - Hood River, OR Micro Area","Hood River, OR Micro Area",16.9,1.4
0100000US,,United States,310M100US26260,26260,"United States - In metropolitan or micropolitan statistical area - Hope, AR Micro Area","Hope, AR Micro Area",21.1,1.1
0100000US,,United States,310M100US26300,26300,"United States - In metropolitan or micropolitan statistical area - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",22.6,1.2
0100000US,,United States,310M100US26340,26340,"United States - In metropolitan or micropolitan statistical area - Houghton, MI Micro Area","Houghton, MI Micro Area",15.6,0.8
0100000US,,United States,310M100US26380,26380,"United States - In metropolitan or micropolitan statistical area - Houma-Bayou Cane-Thibodaux, LA Metro Area","Houma-Bayou Cane-Thibodaux, LA Metro Area",25.2,0.8
0100000US,,United States,310M100US26420,26420,"United States - In metropolitan or micropolitan statistical area - Houston-Sugar Land-Baytown, TX Metro Area","Houston-Sugar Land-Baytown, TX Metro Area",28.1,0.1
0100000US,,United States,310M100US26460,26460,"United States - In metropolitan or micropolitan statistical area - Hudson, NY Micro Area","Hudson, NY Micro Area",25.1,0.8
0100000US,,United States,310M100US26480,26480,"United States - In metropolitan or micropolitan statistical area - Humboldt, TN Micro Area","Humboldt, TN Micro Area",23.1,1.3
0100000US,,United States,310M100US26500,26500,"United States - In metropolitan or micropolitan statistical area - Huntingdon, PA Micro Area","Huntingdon, PA Micro Area",28.1,1.2
0100000US,,United States,310M100US26540,26540,"United States - In metropolitan or micropolitan statistical area - Huntington, IN Micro Area","Huntington, IN Micro Area",21.4,1.0
0100000US,,United States,310M100US26580,26580,"United States - In metropolitan or micropolitan statistical area - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",21.8,0.4
0100000US,,United States,310M100US26620,26620,"United States - In metropolitan or micropolitan statistical area - Huntsville, AL Metro Area","Huntsville, AL Metro Area",21.8,0.3
0100000US,,United States,310M100US26660,26660,"United States - In metropolitan or micropolitan statistical area - Huntsville, TX Micro Area","Huntsville, TX Micro Area",24.4,1.5
0100000US,,United States,310M100US26700,26700,"United States - In metropolitan or micropolitan statistical area - Huron, SD Micro Area","Huron, SD Micro Area",12.3,1.0
0100000US,,United States,310M100US26740,26740,"United States - In metropolitan or micropolitan statistical area - Hutchinson, KS Micro Area","Hutchinson, KS Micro Area",17.5,0.7
0100000US,,United States,310M100US26780,26780,"United States - In metropolitan or micropolitan statistical area - Hutchinson, MN Micro Area","Hutchinson, MN Micro Area",21.6,0.9
0100000US,,United States,310M100US26820,26820,"United States - In metropolitan or micropolitan statistical area - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",20.8,0.6
0100000US,,United States,310M100US26860,26860,"United States - In metropolitan or micropolitan statistical area - Indiana, PA Micro Area","Indiana, PA Micro Area",23.1,0.7
0100000US,,United States,310M100US26900,26900,"United States - In metropolitan or micropolitan statistical area - Indianapolis-Carmel, IN Metro Area","Indianapolis-Carmel, IN Metro Area",24.3,0.1
0100000US,,United States,310M100US26940,26940,"United States - In metropolitan or micropolitan statistical area - Indianola, MS Micro Area","Indianola, MS Micro Area",17.4,1.3
0100000US,,United States,310M100US26980,26980,"United States - In metropolitan or micropolitan statistical area - Iowa City, IA Metro Area","Iowa City, IA Metro Area",18.1,0.4
0100000US,,United States,310M100US27020,27020,"United States - In metropolitan or micropolitan statistical area - Iron Mountain, MI-WI Micro Area","Iron Mountain, MI-WI Micro Area",15.0,0.9
0100000US,,United States,310M100US27060,27060,"United States - In metropolitan or micropolitan statistical area - Ithaca, NY Metro Area","Ithaca, NY Metro Area",18.7,0.6
0100000US,,United States,310M100US27100,27100,"United States - In metropolitan or micropolitan statistical area - Jackson, MI Metro Area","Jackson, MI Metro Area",23.6,0.6
